"Time (s),""Acceleration x (m/s^2)"",""Acceleration y (m/s^2)"",""Acceleration z (m/s^2)"",""Absolute acceleration (m/s^2)"""
"1.192687988E0,-6.302185059E-1,-6.764694214E0,1.957592773E1,2.072137085E1"
"1.196624756E0,-2.854461670E-1,-6.228393555E0,1.861825562E1,1.963450554E1"
"1.200531006E0,2.101135254E-2,-5.711242676E0,1.748818970E1,1.839716047E1"
"1.204437256E0,2.317047119E-1,-5.270706177E0,1.616659546E1,1.700567080E1"
"1.208343506E0,6.147766113E-1,-4.791870117E0,1.497906494E1,1.573888039E1"
"1.212249756E0,9.978485107E-1,-4.236404419E0,1.384899902E1,1.451680399E1"
"1.216156006E0,1.227691650E0,-3.623489380E0,1.283386230E1,1.339197236E1"
"1.220062256E0,1.342605591E0,-2.972274780E0,1.183787537E1,1.227893726E1"
"1.223999023E0,1.457534790E0,-2.455123901E0,1.088018799E1,1.124857910E1"
"1.227905273E0,1.400070190E0,-1.937973022E0,9.865051270E0,1.015062424E1"
"1.231811523E0,1.304306030E0,-1.535751343E0,8.888214111E0,9.113731206E0"
"1.235717773E0,1.285140991E0,-1.229293823E0,7.834762573E0,8.034068412E0"
"1.239624023E0,1.323455811E0,-9.803009033E-1,6.877090454E0,7.071555576E0"
"1.243530273E0,1.380920410E0,-8.270721436E-1,6.110946655E0,6.319387513E0"
"1.247436523E0,1.438369751E0,-7.312927246E-1,5.498031616E0,5.729925675E0"
"1.251342773E0,1.438369751E0,-7.696075439E-1,4.980880737E0,5.241218964E0"
"1.255249023E0,1.476684570E0,-9.036865234E-1,4.521194458E0,4.841326882E0"
"1.259155273E0,1.476684570E0,-9.419860840E-1,4.118957520E0,4.475907299E0"
"1.263061523E0,1.495834351E0,-9.419860840E-1,3.735885620E0,4.133001277E0"
"1.266967773E0,1.495834351E0,-8.079071045E-1,3.391128540E0,3.793413643E0"
"1.270874023E0,1.476684570E0,-5.972290039E-1,3.046356201E0,3.437668673E0"
"1.274810791E0,1.438369751E0,-4.056854248E-1,2.739898682E0,3.120982696E0"
"1.278717041E0,1.323455811E0,-3.290710449E-1,2.433441162E0,2.789526649E0"
"1.282623291E0,1.246841431E0,-2.524566650E-1,2.241912842E0,2.577696862E0"
"1.286529541E0,1.151077271E0,-2.907714844E-1,2.107833862E0,2.419192123E0"
"1.290435791E0,1.074462891E0,-3.099212646E-1,2.031219482E0,2.318700990E0"
"1.294342041E0,1.016998291E0,-3.099212646E-1,1.935455322E0,2.208240027E0"
"1.298248291E0,9.403839111E-1,-2.716064453E-1,1.935455322E0,2.168888947E0"
"1.302185058E0,8.446197510E-1,-2.907714844E-1,1.916305542E0,2.114274701E0"
"1.306091308E0,7.871551514E-1,-2.524566650E-1,1.858840942E0,2.034364090E0"
"1.309997558E0,7.105407715E-1,-2.333068848E-1,1.801376343E0,1.950450466E0"
"1.313903808E0,6.530761719E-1,-1.949920654E-1,1.801376343E0,1.926002887E0"
"1.317810058E0,6.147766113E-1,-1.375427246E-1,1.820526123E0,1.926443264E0"
"1.321716308E0,4.998474121E-1,-3.463745117E-3,1.916305542E0,1.980425804E0"
"1.325653076E0,3.657684326E-1,2.072296143E-1,2.088684082E0,2.130570781E0"
"1.329559326E0,2.317047119E-1,4.179229736E-1,2.241912842E0,2.292273953E0"
"1.333465576E0,9.762573242E-2,4.562225342E-1,2.414291382E0,2.458957637E0"
"1.337371826E0,-3.645324707E-2,3.413085938E-1,2.490905762E0,2.514444652E0"
"1.341278076E0,1.861572266E-3,1.880798340E-1,2.567520142E0,2.574400351E0"
"1.345428467E0,1.359252930E-1,-3.463745117E-3,2.624984741E0,2.628503866E0"
"1.349121094E0,2.125396729E-1,-1.949920654E-1,2.816513062E0,2.831243692E0"
"1.353027344E0,3.274688721E-1,-4.056854248E-1,3.142135620E0,3.185095412E0"
"1.356933594E0,4.998474121E-1,-5.972290039E-1,3.716735840E0,3.797453781E0"
"1.360839844E0,5.381622314E-1,-8.079071045E-1,4.444580078E0,4.549354300E0"
"1.364746094E0,4.232330322E-1,-1.114364624E0,5.153259277E0,5.289330382E0"
"1.368652344E0,4.423828125E-1,-1.420822144E0,5.919403076E0,6.103586724E0"
"1.372558594E0,5.381622314E-1,-1.746444702E0,6.781311035E0,7.023237647E0"
"1.376464844E0,3.657684326E-1,-2.091201782E0,7.815612793E0,8.098809466E0"
"1.380401611E0,2.508544922E-1,-2.397659302E0,8.926528931E0,9.246329913E0"
"1.384307861E0,9.762573242E-2,-2.550888062E0,1.019065857E1,1.050552630E1"
"1.388214111E0,-2.088317871E-1,-2.608352661E0,1.155056763E1,1.184325660E1"
"1.392120361E0,-6.110687256E-1,-2.684967041E0,1.287216187E1,1.316339637E1"
"1.396026611E0,-1.128204346E0,-2.914810181E0,1.446191406E1,1.479580757E1"
"1.399932861E0,-1.702819824E0,-3.278732300E0,1.603251648E1,1.645269782E1"
"1.403839111E0,-1.875198364E0,-3.776718140E0,1.756480408E1,1.806383988E1"
"1.407775879E0,-1.856048584E0,-4.427947998E0,1.894386292E1,1.954281407E1"
"1.411682129E0,-1.817733765E0,-5.155776978E0,2.024630737E1,2.097138895E1"
"1.415588379E0,-1.702819824E0,-5.902770996E0,2.135722351E1,2.222326027E1"
"1.419494629E0,-1.645355225E0,-6.554000854E0,2.221913147E1,2.322395152E1"
"1.423400879E0,-1.568740845E0,-7.071151733E0,2.281289673E1,2.393512882E1"
"1.427307129E0,-1.492126465E0,-7.492523193E0,2.319596863E1,2.442165649E1"
"1.431213379E0,-1.319747925E0,-7.703216553E0,2.331088257E1,2.458614500E1"
"1.435150146E0,-1.223983765E0,-7.684066772E0,2.323426819E1,2.450253531E1"
"1.439056396E0,-1.338897705E0,-7.549987793E0,2.292781067E1,2.417601011E1"
"1.442962646E0,-1.779434204E0,-7.320144653E0,2.256388855E1,2.378823176E1"
"1.446868896E0,-2.047576904E0,-6.937072754E0,2.216166687E1,2.331212191E1"
"1.450775146E0,-1.951812744E0,-6.439071655E0,2.164451599E1,2.266619265E1"
"1.454681396E0,-1.702819824E0,-5.845321655E0,2.093583679E1,2.180313378E1"
"1.458587646E0,-1.434661865E0,-5.270706177E0,1.999731445E1,2.072995860E1"
"1.462524414E0,-1.166519165E0,-4.753555298E0,1.890554810E1,1.952887103E1"
"1.466430664E0,-9.558258057E-1,-4.255569458E0,1.779464722E1,1.832137942E1"
"1.470336914E0,-7.834472656E-1,-3.680953979E0,1.658796692E1,1.700952258E1"
"1.474243164E0,-7.068328857E-1,-3.125503540E0,1.540043640E1,1.573028374E1"
"1.478149414E0,-5.536041260E-1,-2.684967041E0,1.423207092E1,1.449370099E1"
"1.482086182E0,-2.854461670E-1,-2.474273682E0,1.308285522E1,1.331783055E1"
"1.485992432E0,5.931091309E-2,-2.263595581E0,1.204856873E1,1.225950207E1"
"1.489898682E0,2.700042725E-1,-2.052902222E0,1.111003113E1,1.130133185E1"
"1.493804932E0,5.189971924E-1,-1.784744263E0,1.030558777E1,1.047185797E1"
"1.497711182E0,6.339263916E-1,-1.459136963E0,9.558593750E0,9.690080383E0"
"1.501617432E0,6.530761719E-1,-1.171829224E0,8.792449951E0,8.894204200E0"
"1.505523682E0,6.147766113E-1,-9.803009033E-1,8.160385132E0,8.242015873E0"
"1.509429932E0,5.189971924E-1,-8.270721436E-1,7.566619873E0,7.629360571E0"
"1.513336182E0,3.849334717E-1,-6.738433838E-1,6.992004395E0,7.034938815E0"
"1.517272949E0,3.274688721E-1,-5.206146240E-1,6.455703735E0,6.484935325E0"
"1.521179199E0,3.657684326E-1,-4.248352051E-1,5.976867676E0,6.003100758E0"
"1.525085449E0,4.040832520E-1,-4.440002441E-1,5.574645996E0,5.606879477E0"
"1.529235840E0,4.040832520E-1,-6.738433838E-1,5.153259277E0,5.212813958E0"
"1.532897949E0,4.423828125E-1,-9.419860840E-1,4.674423218E0,4.788869674E0"
"1.536804199E0,6.722259521E-1,-1.018600464E0,4.253036499E0,4.424675592E0"
"1.540740967E0,9.595336914E-1,-9.419860840E-1,3.927429199E0,4.151233889E0"
"1.544677734E0,1.189376831E0,-8.462219238E-1,3.601821899E0,3.886364598E0"
"1.548583984E0,1.265991211E0,-7.312927246E-1,3.237899780E0,3.552677551E0"
"1.552490234E0,1.208526611E0,-5.972290039E-1,2.969741821E0,3.261377859E0"
"1.556396484E0,1.093612671E0,-3.482208252E-1,2.720748901E0,2.952917371E0"
"1.560302734E0,1.016998291E0,-2.261352539E-2,2.548370361E0,2.743900216E0"
"1.564239502E0,8.829193115E-1,2.838439941E-1,2.318527222E0,2.497134838E0"
"1.568145752E0,7.680053711E-1,4.370727539E-1,2.069534302E0,2.250297107E0"
"1.572052002E0,6.913909912E-1,3.987579346E-1,1.801376343E0,1.970275646E0"
"1.575958252E0,7.680053711E-1,2.838439941E-1,1.686462402E0,1.874714671E0"
"1.579864502E0,8.829193115E-1,1.306152344E-1,1.609848022E0,1.840711141E0"
"1.583770752E0,9.978485107E-1,7.315063477E-2,1.628997803E0,1.911723439E0"
"1.587677002E0,1.074462891E0,1.497650146E-1,1.590682983E0,1.925401884E0"
"1.591583252E0,1.016998291E0,1.497650146E-1,1.533233643E0,1.845947043E0"
"1.595520019E0,9.978485107E-1,1.306152344E-1,1.399154663E0,1.723483612E0"
"1.599426269E0,9.786834717E-1,1.689147949E-1,1.380004883E0,1.700225580E0"
"1.603332519E0,9.786834717E-1,1.880798340E-1,1.245925903E0,1.595470689E0"
"1.607238769E0,8.637695312E-1,1.880798340E-1,1.207611084E0,1.496594921E0"
"1.611175537E0,7.105407715E-1,1.880798340E-1,1.207611084E0,1.413706738E0"
"1.615051269E0,6.147766113E-1,1.497650146E-1,1.303390503E0,1.448863915E0"
"1.618957519E0,5.381622314E-1,1.114654541E-1,1.418304443E0,1.521062336E0"
"1.622863769E0,3.849334717E-1,5.400085449E-2,1.667297363E0,1.712007701E0"
"1.626770019E0,2.508544922E-1,-9.922790527E-2,2.107833862E0,2.125026528E0"
"1.630676269E0,1.359252930E-1,-3.099212646E-1,2.816513062E0,2.836771528E0"
"1.634582519E0,-7.475280762E-2,-5.397644043E-1,3.735885620E0,3.775417190E0"
"1.638519287E0,-4.003753662E-1,-8.462219238E-1,4.789337158E0,4.879973606E0"
"1.642425537E0,-6.110687256E-1,-1.114364624E0,5.766174316E0,5.904572783E0"
"1.646362305E0,-6.302185059E-1,-1.516601562E0,6.647247314E0,6.847127319E0"
"1.650268555E0,-4.769897461E-1,-1.995437622E0,7.509155273E0,7.784388444E0"
"1.654174805E0,-1.513824463E-1,-2.455123901E0,8.371063232E0,8.724978490E0"
"1.658081055E0,1.550903320E-1,-2.819046021E0,9.290435791E0,9.709957295E0"
"1.661987305E0,3.083190918E-1,-3.163803101E0,1.024812317E1,1.072980611E1"
"1.665893555E0,4.040832520E-1,-3.489425659E0,1.133987427E1,1.187148361E1"
"1.669799805E0,2.317047119E-1,-3.757568359E0,1.256570435E1,1.311754294E1"
"1.673736572E0,-1.130676270E-1,-4.102340698E0,1.400222778E1,1.459124280E1"
"1.677642822E0,-5.152893066E-1,-4.408798218E0,1.557283020E1,1.619308696E1"
"1.681549072E0,-6.685180664E-1,-4.581176758E0,1.712426758E1,1.773907092E1"
"1.685455322E0,-8.409118652E-1,-4.849319458E0,1.854164124E1,1.918372987E1"
"1.689331055E0,-1.243133545E0,-5.232391357E0,1.971000671E1,2.043055714E1"
"1.693237305E0,-1.568740845E0,-5.653778076E0,2.057191467E1,2.139228430E1"
"1.697204590E0,-1.798583984E0,-5.960235596E0,2.112738037E1,2.202556501E1"
"1.701110840E0,-1.817733765E0,-6.151779175E0,2.143383789E1,2.237315243E1"
"1.705017090E0,-1.721969604E0,-6.190078735E0,2.162536621E1,2.255967016E1"
"1.708923340E0,-1.472976685E0,-6.190078735E0,2.177859497E1,2.268907080E1"
"1.713073730E0,-1.204818726E0,-6.170928955E0,2.193182373E1,2.281527656E1"
"1.716735840E0,-9.749755859E-1,-6.151779175E0,2.200843811E1,2.287282913E1"
"1.720642090E0,-8.409118652E-1,-6.113464355E0,2.197013855E1,2.282035423E1"
"1.724578857E0,-8.217468262E-1,-5.998550415E0,2.185520935E1,2.267836085E1"
"1.728485107E0,-7.834472656E-1,-5.883621216E0,2.170198059E1,2.249903886E1"
"1.732391357E0,-7.642974854E-1,-5.749542236E0,2.156790161E1,2.233418381E1"
"1.736297607E0,-7.451324463E-1,-5.596313477E0,2.126144409E1,2.199824883E1"
"1.740173340E0,-8.025970459E-1,-5.462234497E0,2.076345825E1,2.148491020E1"
"1.744110107E0,-8.217468262E-1,-5.232391357E0,2.009307861E1,2.077943684E1"
"1.748016357E0,-8.217468262E-1,-5.098327637E0,1.917370605E1,1.985696896E1"
"1.751922607E0,-8.600616455E-1,-4.906784058E0,1.808195496E1,1.875562131E1"
"1.755828857E0,-7.068328857E-1,-4.504562378E0,1.699018860E1,1.759139573E1"
"1.759735107E0,-3.812255859E-1,-3.949111938E0,1.593675232E1,1.642318156E1"
"1.763671875E0,-9.391784668E-2,-3.393646240E0,1.488330078E1,1.526559195E1"
"1.767578125E0,1.167755127E-1,-2.895660400E0,1.384899902E1,1.414896673E1"
"1.771514892E0,1.742401123E-1,-2.512588501E0,1.304455566E1,1.328547677E1"
"1.775421142E0,2.125396729E-1,-2.167816162E0,1.229756165E1,1.248898004E1"
"1.779296875E0,2.700042725E-1,-1.803909302E0,1.156971741E1,1.171261508E1"
"1.783233642E0,3.657684326E-1,-1.554901123E0,1.080357361E1,1.092102132E1"
"1.787139892E0,3.849334717E-1,-1.459136963E0,1.017150879E1,1.028284229E1"
"1.791015625E0,4.232330322E-1,-1.420822144E0,9.558593750E0,9.672878384E0"
"1.794921875E0,4.615478516E-1,-1.459136963E0,9.041442871E0,9.170048870E0"
"1.798858642E0,4.615478516E-1,-1.439987183E0,8.562606812E0,8.695103502E0"
"1.802764892E0,4.998474121E-1,-1.420822144E0,8.102920532E0,8.241717306E0"
"1.806884765E0,5.189971924E-1,-1.344207764E0,7.585769653E0,7.721408798E0"
"1.810607910E0,5.764617920E-1,-1.210144043E0,7.087768555E0,7.213405568E0"
"1.814514160E0,6.147766113E-1,-1.056915283E0,6.570632935E0,6.683430059E0"
"1.818420410E0,6.147766113E-1,-9.419860840E-1,6.091781616E0,6.194763218E0"
"1.822326660E0,5.956115723E-1,-8.653717041E-1,5.727874756E0,5.823415712E0"
"1.826232910E0,5.956115723E-1,-8.462219238E-1,5.440567017E0,5.538105646E0"
"1.830169678E0,6.147766113E-1,-8.462219238E-1,5.153259277E0,5.258338426E0"
"1.834075928E0,6.530761719E-1,-9.228363037E-1,4.846801758E0,4.976908941E0"
"1.837982178E0,7.296905518E-1,-1.018600464E0,4.578659058E0,4.747011057E0"
"1.841857910E0,8.254547119E-1,-1.114364624E0,4.348815918E0,4.564579267E0"
"1.845794678E0,9.020690918E-1,-1.171829224E0,4.080657959E0,4.340355026E0"
"1.849700928E0,9.212341309E-1,-1.133529663E0,3.755050659E0,4.029139768E0"
"1.853607178E0,9.595336914E-1,-9.803009033E-1,3.467742920E0,3.729200414E0"
"1.857513428E0,9.978485107E-1,-7.887573242E-1,3.257049561E0,3.496600007E0"
"1.861419678E0,8.829193115E-1,-5.589141846E-1,3.103820801E0,3.275001548E0"
"1.865325928E0,7.680053711E-1,-2.907714844E-1,2.950592041E0,3.062739574E0"
"1.869232178E0,6.339263916E-1,-2.261352539E-2,2.816513062E0,2.887060766E0"
"1.873138428E0,5.189971924E-1,1.497650146E-1,2.644134521E0,2.698746934E0"
"1.877044678E0,4.615478516E-1,1.880798340E-1,2.471755981E0,2.521503138E0"
"1.880950928E0,5.381622314E-1,2.838439941E-1,2.261062622E0,2.341493152E0"
"1.884857178E0,5.573120117E-1,3.221435547E-1,2.031219482E0,2.130780546E0"
"1.888793945E0,5.573120117E-1,3.413085938E-1,1.839691162E0,1.952319596E0"
"1.892700195E0,6.147766113E-1,3.987579346E-1,1.724761963E0,1.873969584E0"
"1.896606445E0,6.722259521E-1,4.179229736E-1,1.456619263E0,1.657795832E0"
"1.900573730E0,7.105407715E-1,3.604583740E-1,1.150161743E0,1.399167775E0"
"1.904418945E0,7.488403320E-1,2.838439941E-1,8.437042236E-1,1.163256667E0"
"1.908325195E0,7.871551514E-1,1.497650146E-1,6.138610840E-1,1.009390025E0"
"1.912292480E0,8.637695312E-1,9.230041504E-2,5.946960449E-1,1.052749047E0"
"1.916198730E0,8.829193115E-1,7.315063477E-2,6.904754639E-1,1.123233677E0"
"1.920104980E0,8.829193115E-1,-8.007812500E-2,8.437042236E-1,1.223844693E0"
"1.924011230E0,8.829193115E-1,-3.482208252E-1,1.073547363E0,1.432936912E0"
"1.927947998E0,8.829193115E-1,-5.972290039E-1,1.456619263E0,1.804984396E0"
"1.931823730E0,7.871551514E-1,-8.462219238E-1,2.107833862E0,2.403886097E0"
"1.935760498E0,5.573120117E-1,-1.037750244E0,3.027206421E0,3.248307400E0"
"1.939666748E0,3.083190918E-1,-1.171829224E0,4.099807739E0,4.275121974E0"
"1.943572998E0,4.016113281E-2,-1.286758423E0,5.191574097E0,5.348813117E0"
"1.947479248E0,-3.429107666E-1,-1.382522583E0,6.206710815E0,6.368062157E0"
"1.951385498E0,-8.409118652E-1,-1.669830322E0,7.413391113E0,7.645510700E0"
"1.955291748E0,-1.243133545E0,-2.186981201E0,8.734985352E0,9.090007529E0"
"1.959197998E0,-1.492126465E0,-2.627502441E0,1.020980835E1,1.064755357E1"
"1.963134765E0,-1.568740845E0,-3.087188721E0,1.172294617E1,1.222371256E1"
"1.967010498E0,-1.568740845E0,-3.527725220E0,1.308285522E1,1.364063393E1"
"1.970916748E0,-1.530441284E0,-3.949111938E0,1.427038574E1,1.488561873E1"
"1.974822998E0,-1.549591064E0,-4.313018799E0,1.530467224E1,1.597611830E1"
"1.978729248E0,-1.568740845E0,-4.562026978E0,1.624320984E1,1.694446529E1"
"1.982666015E0,-1.607055664E0,-4.791870117E0,1.702850342E1,1.776272996E1"
"1.986572265E0,-1.587890625E0,-4.964248657E0,1.773718262E1,1.848709844E1"
"1.990692139E0,-1.492126465E0,-5.098327637E0,1.823518372E1,1.899319118E1"
"1.994384765E0,-1.434661865E0,-5.289855957E0,1.863740540E1,1.942662376E1"
"1.998291015E0,-1.358047485E0,-5.385620117E0,1.900132751E1,1.979645535E1"
"2.002197265E0,-1.319747925E0,-5.423934937E0,1.925032043E1,2.004334407E1"
"2.006134033E0,-1.434661865E0,-5.481399536E0,1.953762817E1,2.034263774E1"
"2.010040283E0,-1.530441284E0,-5.577163696E0,1.992070007E1,2.074322291E1"
"2.013946533E0,-1.587890625E0,-5.692092896E0,2.034207153E1,2.118304021E1"
"2.017852783E0,-1.511276245E0,-5.864471436E0,2.084007263E1,2.170217981E1"
"2.021759033E0,-1.396362305E0,-6.075164795E0,2.139552307E1,2.228510405E1"
"2.025665283E0,-1.300598145E0,-6.228393555E0,2.185520935E1,2.276257054E1"
"2.029571533E0,-1.243133545E0,-6.247543335E0,2.210420227E1,2.300375919E1"
"2.033477783E0,-1.223983765E0,-6.228393555E0,2.202758789E1,2.292391002E1"
"2.037414551E0,-1.300598145E0,-6.190078735E0,2.166368103E1,2.256820121E1"
"2.041320801E0,-1.319747925E0,-6.113464355E0,2.097415161E1,2.188678178E1"
"2.045227051E0,-1.204818726E0,-5.902770996E0,2.009307861E1,2.097679913E1"
"2.049133301E0,-1.089904785E0,-5.653778076E0,1.903962708E1,1.989121661E1"
"2.053039551E0,-9.558258057E-1,-5.347320557E0,1.787126160E1,1.867858215E1"
"2.056976318E0,-8.409118652E-1,-4.887634277E0,1.672204590E1,1.744198729E1"
"2.060882568E0,-5.536041260E-1,-4.274719238E0,1.557283020E1,1.615836448E1"
"2.064788818E0,-1.730346680E-2,-3.623489380E0,1.453852844E1,1.498328348E1"
"2.068695068E0,4.806976318E-1,-3.125503540E0,1.373408508E1,1.409343591E1"
"2.072601318E0,8.254547119E-1,-2.761581421E0,1.317861938E1,1.349013404E1"
"2.076507568E0,1.055297852E0,-2.493438721E0,1.285301208E1,1.313509840E1"
"2.080444336E0,1.055297852E0,-2.186981201E0,1.256570435E1,1.279818214E1"
"2.084594726E0,8.446197510E-1,-1.937973022E0,1.216348267E1,1.234582652E1"
"2.088256836E0,4.615478516E-1,-1.880523682E0,1.174211121E1,1.190069625E1"
"2.092163086E0,1.742401123E-1,-1.861358643E0,1.135902405E1,1.151183925E1"
"2.096069336E0,1.167755127E-1,-1.918823242E0,1.088018799E1,1.104871078E1"
"2.100006103E0,1.167755127E-1,-1.957138062E0,1.043965149E1,1.062216311E1"
"2.103912353E0,1.359252930E-1,-2.110366821E0,9.903350830E0,1.012662241E1"
"2.107818603E0,5.931091309E-2,-2.225280762E0,9.309600830E0,9.572045751E0"
"2.111724853E0,2.101135254E-2,-2.186981201E0,8.658370972E0,8.930325645E0"
"2.115631103E0,4.016113281E-2,-2.033752441E0,7.892227173E0,8.150154088E0"
"2.119537353E0,1.359252930E-1,-1.880523682E0,7.183547974E0,7.426857107E0"
"2.123474121E0,2.317047119E-1,-1.631515503E0,6.628082275E0,6.829861240E0"
"2.127380371E0,2.891540527E-1,-1.305908203E0,6.130096436E0,6.274319773E0"
"2.131286621E0,2.317047119E-1,-1.018600464E0,5.670410156E0,5.765829109E0"
"2.135192871E0,1.359252930E-1,-7.121429443E-1,5.210723877E0,5.260918796E0"
"2.139099121E0,5.931091309E-2,-4.248352051E-1,4.770187378E0,4.789435286E0"
"2.143005371E0,-3.645324707E-2,-3.290710449E-1,4.348815918E0,4.361400747E0"
"2.146942139E0,7.847595215E-2,-2.907714844E-1,3.946578979E0,3.958054089E0"
"2.150848389E0,1.742401123E-1,-3.099212646E-1,3.620971680E0,3.638385179E0"
"2.154754639E0,2.700042725E-1,-3.290710449E-1,3.314514160E0,3.341735205E0"
"2.158660889E0,4.040832520E-1,-2.716064453E-1,3.065521240E0,3.103944879E0"
"2.162567139E0,5.956115723E-1,-1.566925049E-1,2.912292480E0,2.976701728E0"
"2.166473389E0,6.722259521E-1,-3.463745117E-3,2.912292480E0,2.988870559E0"
"2.170410156E0,6.722259521E-1,7.315063477E-2,2.797363281E0,2.877929824E0"
"2.174530029E0,5.764617920E-1,1.306152344E-1,2.663284302E0,2.728085741E0"
"2.178222656E0,4.806976318E-1,2.072296143E-1,2.510055542E0,2.564057946E0"
"2.182128906E0,4.232330322E-1,3.604583740E-1,2.337677002E0,2.402871242E0"
"2.186035156E0,3.274688721E-1,5.519866943E-1,2.222763062E0,2.313568845E0"
"2.189941406E0,1.550903320E-1,8.201446533E-1,2.146148682E0,2.302747148E0"
"2.193847656E0,5.931091309E-2,9.542236328E-1,1.935455322E0,2.158714393E0"
"2.197784424E0,1.861572266E-3,1.088287354E0,1.552383423E0,1.895855248E0"
"2.201690674E0,1.167755127E-1,1.203216553E0,1.207611084E0,1.708710368E0"
"2.205596924E0,2.508544922E-1,1.222366333E0,8.820037842E-1,1.528083147E0"
"2.209503174E0,5.381622314E-1,1.145751953E0,5.755462646E-1,1.390546521E0"
"2.213409424E0,7.871551514E-1,9.350585938E-1,3.265533447E-1,1.265142242E0"
"2.217315674E0,9.403839111E-1,6.669158936E-1,2.116241455E-1,1.172127761E0"
"2.221252441E0,1.055297852E0,3.604583740E-1,1.158599854E-1,1.121163383E0"
"2.225158691E0,1.189376831E0,1.689147949E-1,2.882385254E-1,1.235407181E0"
"2.229064941E0,1.285140991E0,5.400085449E-2,7.096252441E-1,1.469037592E0"
"2.232971191E0,1.265991211E0,5.400085449E-2,1.226776123E0,1.763697677E0"
"2.236877441E0,1.036148071E0,-3.463745117E-3,1.820526123E0,2.094738692E0"
"2.240783691E0,7.680053711E-1,-2.333068848E-1,2.510055542E0,2.635269090E0"
"2.244720459E0,4.423828125E-1,-5.014495850E-1,3.371978760E0,3.437643814E0"
"2.248626709E0,1.359252930E-1,-8.079071045E-1,4.482879639E0,4.557126225E0"
"2.252532959E0,-1.896820068E-1,-1.190979004E0,5.804489136E0,5.928448733E0"
"2.256439209E0,-6.493682861E-1,-1.593215942E0,7.260162354E0,7.461231374E0"
"2.260375976E0,-1.070755005E0,-2.167816162E0,8.754135132E0,9.081895457E0"
"2.264282226E0,-1.434661865E0,-2.704116821E0,1.019065857E1,1.064048986E1"
"2.268402099E0,-1.683670044E0,-3.221267700E0,1.174211121E1,1.229180564E1"
"2.272155762E0,-1.836898804E0,-3.585189819E0,1.337016296E1,1.396384764E1"
"2.276031494E0,-1.913513184E0,-3.949111938E0,1.497906494E1,1.560863237E1"
"2.279937744E0,-1.970962524E0,-4.370483398E0,1.631982422E1,1.700948209E1"
"2.283843994E0,-2.028427124E0,-4.887634277E0,1.746903992E1,1.825296801E1"
"2.287750244E0,-2.009277344E0,-5.366470337E0,1.869487000E1,1.955337218E1"
"2.291687012E0,-1.932662964E0,-5.768707275E0,1.984408569E1,2.075574395E1"
"2.295562744E0,-1.856048584E0,-6.113464355E0,2.089753723E1,2.185237802E1"
"2.299499512E0,-1.798583984E0,-6.362457275E0,2.174029541E1,2.272347270E1"
"2.303375244E0,-1.721969604E0,-6.477386475E0,2.235321045E1,2.333640358E1"
"2.307281494E0,-1.645355225E0,-6.515686035E0,2.265966797E1,2.363518375E1"
"2.311218262E0,-1.530441284E0,-6.496536255E0,2.277458191E1,2.373244225E1"
"2.315155029E0,-1.472976685E0,-6.573150635E0,2.277458191E1,2.374989580E1"
"2.319030762E0,-1.415512085E0,-6.573150635E0,2.277458191E1,2.374640109E1"
"2.322967529E0,-1.358047485E0,-6.515686035E0,2.271711731E1,2.367204842E1"
"2.326873779E0,-1.281433105E0,-6.419921875E0,2.248727417E1,2.342082337E1"
"2.330780029E0,-1.300598145E0,-6.247543335E0,2.195097351E1,2.285975921E1"
"2.334686279E0,-1.262283325E0,-6.036849976E0,2.141467285E1,2.228508762E1"
"2.338623047E0,-1.051589966E0,-5.615478516E0,2.070599365E1,2.147970236E1"
"2.342529297E0,-8.409118652E-1,-5.136627197E0,2.007392883E1,2.073776002E1"
"2.346435547E0,-7.451324463E-1,-4.600326538E0,1.938439941E1,1.993672910E1"
"2.350341797E0,-6.493682861E-1,-4.025726318E0,1.848417664E1,1.892862746E1"
"2.354248047E0,-6.302185059E-1,-3.527725220E0,1.739242554E1,1.775777257E1"
"2.358367920E0,-5.536041260E-1,-3.125503540E0,1.612828064E1,1.643766061E1"
"2.362091064E0,-3.429107666E-1,-2.914810181E0,1.495991516E1,1.524508996E1"
"2.365966797E0,-7.475280762E-2,-2.684967041E0,1.390646362E1,1.416348709E1"
"2.369873047E0,2.508544922E-1,-2.531738281E0,1.306370544E1,1.330913320E1"
"2.373779297E0,3.849334717E-1,-2.359359741E0,1.227841187E1,1.250896279E1"
"2.377685547E0,4.806976318E-1,-2.186981201E0,1.141648865E1,1.163400920E1"
"2.381591797E0,4.232330322E-1,-1.976287842E0,1.057373047E1,1.076515749E1"
"2.385498047E0,4.232330322E-1,-1.727279663E0,9.845901489E0,1.000521851E1"
"2.389404297E0,3.849334717E-1,-1.497436523E0,9.213821411E0,9.342643893E0"
"2.393341064E0,4.423828125E-1,-1.267593384E0,8.639221191E0,8.742919326E0"
"2.397247314E0,4.232330322E-1,-1.076065063E0,8.141220093E0,8.222925685E0"
"2.401153564E0,5.189971924E-1,-9.994506836E-1,7.719848633E0,7.801558990E0"
"2.405059814E0,5.956115723E-1,-9.228363037E-1,7.394226074E0,7.475356796E0"
"2.408966064E0,6.339263916E-1,-9.419860840E-1,7.030319214E0,7.121417605E0"
"2.412872314E0,6.530761719E-1,-8.845214844E-1,6.666397095E0,6.756458907E0"
"2.416809082E0,7.296905518E-1,-8.462219238E-1,6.359939575E0,6.457350172E0"
