"Time (s),""Acceleration x (m/s^2)"",""Acceleration y (m/s^2)"",""Acceleration z (m/s^2)"",""Absolute acceleration (m/s^2)"""
"3.648660636E0,3.466186523E-1,-1.267593384E0,5.306488037E0,5.466786329E0"
"3.652566886E0,3.274688721E-1,-1.210144043E0,4.942565918E0,5.099082498E0"
"3.656473136E0,3.466186523E-1,-9.611358643E-1,4.674423218E0,4.784784118E0"
"3.660379386E0,2.891540527E-1,-8.079071045E-1,4.444580078E0,4.526656164E0"
"3.664285636E0,2.508544922E-1,-5.972290039E-1,4.233886719E0,4.283153885E0"
"3.668191886E0,2.125396729E-1,-4.631500244E-1,4.042343140E0,4.074336647E0"
"3.672128653E0,2.508544922E-1,-3.099212646E-1,3.927429199E0,3.947616912E0"
"3.676034903E0,2.317047119E-1,-3.482208252E-1,3.812500000E0,3.835374958E0"
"3.679941153E0,3.657684326E-1,-2.907714844E-1,3.582656860E0,3.612999416E0"
"3.683847403E0,4.806976318E-1,-1.183776855E-1,3.371978760E0,3.408126207E0"
"3.687753653E0,5.573120117E-1,1.568603516E-2,3.008056641E0,3.059288722E0"
"3.691659903E0,5.189971924E-1,5.400085449E-2,2.586669922E0,2.638775372E0"
"3.695566153E0,5.381622314E-1,7.315063477E-2,1.992919922E0,2.065599046E0"
"3.699472403E0,7.105407715E-1,2.263793945E-1,1.456619263E0,1.636415441E0"
"3.703409171E0,9.020690918E-1,3.604583740E-1,8.628540039E-1,1.299298241E0"
"3.707315421E0,1.016998291E0,4.753723145E-1,3.457031250E-1,1.174638247E0"
"3.711221671E0,1.074462891E0,5.328369141E-1,1.541595459E-1,1.209194296E0"
"3.715127921E0,1.074462891E0,4.945373535E-1,2.882385254E-1,1.217423158E0"
"3.719034171E0,1.016998291E0,3.604583740E-1,5.372467041E-1,1.205342186E0"
"3.722940421E0,9.786834717E-1,2.263793945E-1,8.437042236E-1,1.311832987E0"
"3.726846671E0,9.020690918E-1,3.485107422E-2,1.245925903E0,1.538595009E0"
"3.730783439E0,6.530761719E-1,-2.141571045E-1,1.648147583E0,1.785710561E0"
"3.734689689E0,3.849334717E-1,-4.248352051E-1,2.203598022E0,2.276950367E0"
"3.738595939E0,1.742401123E-1,-6.355285645E-1,2.988906860E0,3.060689529E0"
"3.742502189E0,2.101135254E-2,-8.079071045E-1,3.869964600E0,3.953451830E0"
"3.746408439E0,-2.662963867E-1,-9.803009033E-1,4.808502197E0,4.914630913E0"
"3.750314689E0,-5.727539062E-1,-1.210144043E0,5.785324097E0,5.938221160E0"
"3.754220939E0,-8.217468262E-1,-1.459136963E0,6.685546875E0,6.892088620E0"
"3.758157706E0,-9.175262451E-1,-1.727279663E0,7.585769653E0,7.833852863E0"
"3.762063956E0,-1.089904785E0,-2.033752441E0,8.485992432E0,8.794095120E0"
"3.765970206E0,-1.281433105E0,-2.359359741E0,9.577743530E0,9.946950303E0"
"3.769876456E0,-1.415512085E0,-2.665817261E0,1.076527405E1,1.118040167E1"
"3.773782706E0,-1.396362305E0,-2.953125000E0,1.193363953E1,1.237265240E1"
"3.777688956E0,-1.319747925E0,-3.278732300E0,1.300624084E1,1.347791234E1"
"3.781595206E0,-1.300598145E0,-3.604339600E0,1.394476318E1,1.446164720E1"
"3.785501456E0,-1.319747925E0,-3.872497559E0,1.480668640E1,1.536150820E1"
"3.789438224E0,-1.377212524E0,-4.102340698E0,1.572605896E1,1.631057461E1"
"3.793344474E0,-1.453826904E0,-4.332183838E0,1.676034546E1,1.737212161E1"
"3.797250724E0,-1.492126465E0,-4.657791138E0,1.773718262E1,1.839916049E1"
"3.801156974E0,-1.492126465E0,-5.060012817E0,1.856079102E1,1.929593569E1"
"3.805154777E0,-1.396362305E0,-5.481399536E0,1.938439941E1,2.019283311E1"
"3.808969474E0,-1.338897705E0,-5.768707275E0,2.018884277E1,2.103948676E1"
"3.812875724E0,-1.377212524E0,-6.017700195E0,2.095498657E1,2.184538606E1"
"3.816812491E0,-1.396362305E0,-6.266693115E0,2.151045227E1,2.244818093E1"
"3.820718741E0,-1.358047485E0,-6.381622314E0,2.197013855E1,2.291847255E1"
"3.824624991E0,-1.262283325E0,-6.477386475E0,2.229574585E1,2.325188547E1"
"3.828531241E0,-1.223983765E0,-6.477386475E0,2.252558899E1,2.347033939E1"
"3.832437491E0,-1.032440186E0,-6.247543335E0,2.264050293E1,2.350936204E1"
"3.836343741E0,-8.025970459E-1,-5.941085815E0,2.258305359E1,2.336525138E1"
"3.840249991E0,-6.876831055E-1,-5.730392456E0,2.229574585E1,2.303064456E1"
"3.844156241E0,-6.110687256E-1,-5.519699097E0,2.172113037E1,2.241981239E1"
"3.848093009E0,-4.003753662E-1,-5.347320557E0,2.097415161E1,2.164876840E1"
"3.851999259E0,-2.662963867E-1,-5.136627197E0,2.015054321E1,2.079664022E1"
"3.855905509E0,-9.391784668E-2,-4.830169678E0,1.926947021E1,1.986584612E1"
"3.859811759E0,7.847595215E-2,-4.408798218E0,1.829263306E1,1.881659067E1"
"3.863718009E0,1.550903320E-1,-3.987411499E0,1.727749634E1,1.773232594E1"
"3.867624259E0,1.933898926E-1,-3.604339600E0,1.624320984E1,1.663942696E1"
"3.871561027E0,3.274688721E-1,-3.087188721E0,1.532382202E1,1.563513644E1"
"3.875467277E0,4.423828125E-1,-2.570053101E0,1.442361450E1,1.465747355E1"
"3.879373527E0,3.849334717E-1,-2.186981201E0,1.352339172E1,1.370449504E1"
"3.883279777E0,2.508544922E-1,-1.976287842E0,1.271893311E1,1.287400097E1"
"3.887186027E0,1.550903320E-1,-1.880523682E0,1.191448975E1,1.206298007E1"
"3.891092277E0,1.933898926E-1,-1.823059082E0,1.109088135E1,1.124137861E1"
"3.894998527E0,3.466186523E-1,-1.803909302E0,1.036303711E1,1.052457939E1"
"3.899148917E0,5.189971924E-1,-1.688980103E0,9.807586670E0,9.965478822E0"
"3.902841544E0,5.956115723E-1,-1.650665283E0,9.309600830E0,9.473548260E0"
"3.906747794E0,5.956115723E-1,-1.650665283E0,8.811599731E0,8.984639049E0"
"3.910654044E0,5.573120117E-1,-1.497436523E0,8.256149292E0,8.409334929E0"
"3.914560294E0,5.573120117E-1,-1.305908203E0,7.738998413E0,7.868169377E0"
"3.918466544E0,5.573120117E-1,-1.171829224E0,7.336776733E0,7.450642472E0"
"3.922372794E0,5.189971924E-1,-1.018600464E0,7.030319214E0,7.122660545E0"
"3.926309562E0,5.189971924E-1,-9.036865234E-1,6.685546875E0,6.766279955E0"
"3.930215812E0,4.998474121E-1,-7.887573242E-1,6.264175415E0,6.333393970E0"
"3.934122062E0,5.189971924E-1,-6.929931641E-1,5.766174316E0,5.830811595E0"
"3.938028312E0,5.764617920E-1,-6.355285645E-1,5.363952637E0,5.432144387E0"
"3.941934562E0,5.764617920E-1,-5.780639648E-1,5.019180298E0,5.085138839E0"
"3.945840812E0,6.722259521E-1,-5.206146240E-1,4.559494019E0,4.638093684E0"
"3.949747062E0,7.105407715E-1,-4.822998047E-1,4.157272339E0,4.245043532E0"
"3.953683829E0,6.913909912E-1,-4.248352051E-1,3.889114380E0,3.972872653E0"
"3.957590079E0,6.722259521E-1,-3.290710449E-1,3.659271240E0,3.735028982E0"
"3.961496329E0,6.147766113E-1,-2.716064453E-1,3.448593140E0,3.513476197E0"
"3.965402579E0,5.764617920E-1,-2.141571045E-1,3.237899780E0,3.295780097E0"
"3.969308829E0,5.573120117E-1,-1.758422852E-1,3.103820801E0,3.158357287E0"
"3.973215079E0,4.806976318E-1,-1.758422852E-1,3.027206421E0,3.070174171E0"
"3.977121329E0,4.232330322E-1,-1.375427246E-1,3.008056641E0,3.040797421E0"
"3.981058097E0,3.466186523E-1,-4.176330566E-2,2.950592041E0,2.971175198E0"
"3.984964347E0,3.083190918E-1,5.400085449E-2,2.816513062E0,2.833852957E0"
"3.988870597E0,3.274688721E-1,1.880798340E-1,2.567520142E0,2.595143457E0"
"3.992837882E0,3.466186523E-1,3.413085938E-1,2.261062622E0,2.312799219E0"
"3.996683097E0,4.232330322E-1,4.179229736E-1,2.031219482E0,2.116515627E0"
"4.000589347E0,4.998474121E-1,4.562225342E-1,1.571533203E0,1.711053197E0"
"4.004495597E0,5.956115723E-1,4.562225342E-1,1.035232544E0,1.278514202E0"
"4.008432364E0,7.488403320E-1,4.945373535E-1,6.138610840E-1,1.087269271E0"
"4.012338614E0,9.786834717E-1,4.179229736E-1,2.690887451E-1,1.097674680E0"
"4.016244864E0,1.189376831E0,3.029937744E-1,-1.821899414E-2,1.227499249E0"
"4.020151114E0,1.304306030E0,1.497650146E-1,-1.905975342E-1,1.326639062E0"
"4.024057364E0,1.380920410E0,9.230041504E-2,-5.651855469E-2,1.385155187E0"
"4.027963614E0,1.323455811E0,-2.261352539E-2,2.690887451E-1,1.350724031E0"
"4.031869864E0,1.151077271E0,-2.333068848E-1,6.521606445E-1,1.343400347E0"
"4.035806632E0,9.403839111E-1,-5.014495850E-1,1.092697144E0,1.526355343E0"
"4.039712882E0,7.488403320E-1,-7.121429443E-1,1.743911743E0,2.027100783E0"
"4.043619132E0,4.615478516E-1,-9.611358643E-1,2.548370361E0,2.762426482E0"
"4.047525382E0,7.847595215E-2,-1.267593384E0,3.506042480E0,3.728979128E0"
"4.051431632E0,-3.620605469E-1,-1.516601562E0,4.655273438E0,4.909454035E0"
"4.055337882E0,-8.217468262E-1,-1.765594482E0,5.900253296E0,6.213338932E0"
"4.059274650E0,-1.166519165E0,-1.937973022E0,7.126083374E0,7.476467792E0"
"4.063180900E0,-1.338897705E0,-2.167816162E0,8.122070312E0,8.512349860E0"
"4.067087150E0,-1.530441284E0,-2.493438721E0,9.041442871E0,9.503008806E0"
"4.070993400E0,-1.568740845E0,-2.895660400E0,9.922515869E0,1.045476533E1"
"4.074899650E0,-1.511276245E0,-3.393646240E0,1.082272339E1,1.144255794E1"
"4.078805900E0,-1.300598145E0,-3.815032959E0,1.178041077E1,1.245086783E1"
"4.082742667E0,-1.166519165E0,-4.198104858E0,1.264231873E1,1.337210059E1"
"4.086862540E0,-9.941406250E-1,-4.523712158E0,1.344677734E1,1.422209929E1"
"4.090555167E0,-8.025970459E-1,-4.791870117E0,1.421292114E1,1.502042971E1"
"4.094461417E0,-6.685180664E-1,-5.021713257E0,1.494075012E1,1.577626491E1"
"4.098367667E0,-6.493682861E-1,-5.289855957E0,1.561112976E1,1.649580636E1"
"4.102273917E0,-7.068328857E-1,-5.462234497E0,1.635812378E1,1.726047021E1"
"4.106180167E0,-7.451324463E-1,-5.672927856E0,1.723919678E1,1.816389932E1"
"4.110116935E0,-7.642974854E-1,-5.941085815E0,1.810110474E1,1.906647959E1"
"4.114023185E0,-6.876831055E-1,-6.266693115E0,1.898216248E1,2.000167100E1"
"4.117929435E0,-4.961395264E-1,-6.573150635E0,1.980577087E1,2.087393168E1"
"4.121835685E0,-3.046112061E-1,-6.898757935E0,2.059107971E1,2.171815399E1"
"4.125741935E0,-2.088317871E-1,-7.090301514E0,2.141467285E1,2.255890511E1"
"4.129648185E0,-1.322174072E-1,-7.128601074E0,2.214251709E1,2.326210433E1"
"4.133584952E0,-1.130676270E-1,-7.147766113E0,2.262135315E1,2.372401659E1"
"4.137491202E0,-1.513824463E-1,-7.109451294E0,2.277458191E1,2.385893534E1"
"4.141397452E0,-1.130676270E-1,-6.917922974E0,2.277458191E1,2.380235332E1"
"4.145303702E0,-1.130676270E-1,-6.649765015E0,2.250643921E1,2.346853138E1"
"4.149209952E0,-1.513824463E-1,-6.400772095E0,2.200843811E1,2.292082346E1"
"4.153116202E0,-1.130676270E-1,-5.979385376E0,2.118482971E1,2.201278819E1"
"4.157022452E0,-5.560302734E-2,-5.481399536E0,2.016969299E1,2.090132407E1"
"4.160928702E0,-3.645324707E-2,-4.906784058E0,1.911624146E1,1.973597087E1"
"4.164865470E0,2.101135254E-2,-4.389633179E0,1.810110474E1,1.862577015E1"
"4.168771720E0,1.742401123E-1,-3.853332520E0,1.710511780E1,1.753463960E1"
"4.172677970E0,3.083190918E-1,-3.508575439E0,1.605166626E1,1.643353742E1"
"4.176584220E0,3.849334717E-1,-3.221267700E0,1.507482910E1,1.541996147E1"
"4.180734611E0,4.615478516E-1,-3.087188721E0,1.409799194E1,1.443942996E1"
"4.184396720E0,4.806976318E-1,-2.933959961E0,1.325523376E1,1.358456526E1"
"4.188333487E0,5.764617920E-1,-2.857345581E0,1.254655457E1,1.288071285E1"
"4.192239737E0,7.105407715E-1,-2.838195801E0,1.189533997E1,1.224987088E1"
"4.196145987E0,7.871551514E-1,-2.761581421E0,1.124411011E1,1.160499708E1"
"4.200052237E0,8.063049316E-1,-2.646667480E0,1.065034485E1,1.100385486E1"
"4.203958487E0,7.871551514E-1,-2.570053101E0,1.009489441E1,1.044661090E1"
"4.207864737E0,7.871551514E-1,-2.397659302E0,9.596893311E0,9.923141870E0"
"4.211801505E0,6.913909912E-1,-2.206130981E0,9.098907471E0,9.388032412E0"
"4.215707755E0,4.040832520E-1,-2.148666382E0,8.734985352E0,9.004444435E0"
"4.219614005E0,2.317047119E-1,-2.167816162E0,8.581756592E0,8.854358259E0"
"4.223520255E0,2.125396729E-1,-2.052902222E0,8.505142212E0,8.751972617E0"
"4.227426505E0,1.359252930E-1,-1.995437622E0,8.313613892E0,8.550814168E0"
"4.231332755E0,4.016113281E-2,-1.918823242E0,8.064605713E0,8.289834791E0"
"4.235239005E0,-1.730346680E-2,-1.823059082E0,7.738998413E0,7.950845255E0"
"4.239145255E0,1.861572266E-3,-1.803909302E0,7.336776733E0,7.555288550E0"
"4.243082023E0,9.762573242E-2,-1.765594482E0,6.915390015E0,7.137890004E0"
"4.246988273E0,1.550903320E-1,-1.669830322E0,6.417404175E0,6.632907557E0"
"4.250894523E0,2.700042725E-1,-1.497436523E0,5.881103516E0,6.074750778E0"
"4.254800773E0,3.849334717E-1,-1.325057983E0,5.325637817E0,5.501488035E0"
"4.258707023E0,4.423828125E-1,-1.210144043E0,4.731887817E0,4.904173067E0"
"4.262613273E0,5.956115723E-1,-1.056915283E0,4.157272339E0,4.330673892E0"
"4.266519523E0,7.680053711E-1,-9.803009033E-1,3.831665039E0,4.028955086E0"
"4.270456290E0,9.595336914E-1,-8.845214844E-1,3.563507080E0,3.794952684E0"
"4.274576163E0,1.055297852E0,-7.312927246E-1,3.314514160E0,3.554496690E0"
"4.278268790E0,1.093612671E0,-5.780639648E-1,3.008056641E0,3.252468505E0"
"4.282175040E0,1.151077271E0,-3.482208252E-1,2.682449341E0,2.939688945E0"
"4.286081290E0,1.131912231E0,-1.758422852E-1,2.318527222E0,2.586061540E0"
"4.289987540E0,1.208526611E0,7.315063477E-2,1.954605103E0,2.299210450E0"
"4.293893790E0,1.380920410E0,3.413085938E-1,1.628997803E0,2.162652671E0"
"4.297830558E0,1.457534790E0,5.136871338E-1,1.303390503E0,2.021659946E0"
"4.301736808E0,1.419219971E0,6.477661133E-1,9.969329834E-1,1.851394511E0"
"4.305643058E0,1.514984131E0,8.009948730E-1,7.479248047E-1,1.869802454E0"
"4.309549308E0,1.591598511E0,9.159088135E-1,5.180816650E-1,1.908005080E0"
"4.313455558E0,1.591598511E0,9.733734131E-1,3.840026855E-1,1.904757119E0"
"4.317361808E0,1.534149170E0,9.350585938E-1,3.457031250E-1,1.829606214E0"
"4.321268058E0,1.419219971E0,7.818298340E-1,5.755462646E-1,1.719504788E0"
"4.325204825E0,1.323455811E0,6.286010742E-1,8.245391846E-1,1.681231531E0"
"4.329111075E0,1.170227051E0,4.179229736E-1,1.207611084E0,1.732747960E0"
"4.333017325E0,1.055297852E0,3.413085938E-1,1.609848022E0,1.954931141E0"
"4.336923575E0,8.254547119E-1,2.263793945E-1,2.050369263E0,2.221854456E0"
"4.340829825E0,4.998474121E-1,3.485107422E-2,2.586669922E0,2.634752990E0"
"4.344736075E0,1.550903320E-1,-1.949920654E-1,3.333663940E0,3.342961290E0"
"4.348672843E0,-5.560302734E-2,-4.440002441E-1,4.176422119E0,4.200324943E0"
"4.352579093E0,-2.662963867E-1,-7.312927246E-1,5.076644897E0,5.135954267E0"
"4.356485343E0,-4.195251465E-1,-1.037750244E0,5.938552856E0,6.043123112E0"
"4.360391593E0,-5.152893066E-1,-1.286758423E0,6.628082275E0,6.771465496E0"
"4.364297843E0,-5.152893066E-1,-1.631515503E0,7.260162354E0,7.459043056E0"
"4.368448234E0,-4.578399658E-1,-1.995437622E0,7.968841553E0,8.227625686E0"
"4.372140861E0,-4.578399658E-1,-2.359359741E0,8.811599731E0,9.133481573E0"
"4.376047111E0,-4.003753662E-1,-2.608352661E0,9.750122070E0,1.010092493E1"
"4.379953361E0,-3.237609863E-1,-2.933959961E0,1.070780945E1,1.110721051E1"
"4.383859611E0,-1.513824463E-1,-3.355346680E0,1.162718201E1,1.210258772E1"
"4.387765861E0,-5.560302734E-2,-3.661804199E0,1.245079041E1,1.297821573E1"
"4.391672111E0,-5.560302734E-2,-3.987411499E0,1.340846252E1,1.398890308E1"
"4.395578361E0,-7.475280762E-2,-4.274719238E0,1.448106384E1,1.509900734E1"
"4.399515128E0,-1.896820068E-1,-4.696090698E0,1.555366516E1,1.624825366E1"
"4.403421378E0,-2.471466064E-1,-5.040863037E0,1.672204590E1,1.746706045E1"
"4.407327628E0,-2.662963867E-1,-5.251556396E0,1.781379700E1,1.857366743E1"
"4.411233878E0,-4.195251465E-1,-5.500549316E0,1.884809875E1,1.963881032E1"
"4.415140128E0,-4.961395264E-1,-5.730392456E0,1.982493591E1,2.064247166E1"
"4.419046378E0,-4.003753662E-1,-5.979385376E0,2.068684387E1,2.153738283E1"
"4.422983146E0,-2.662963867E-1,-6.285842896E0,2.149128723E1,2.239326152E1"
"4.426889396E0,-1.896820068E-1,-6.554000854E0,2.223828125E1,2.318473764E1"
"4.430795646E0,-2.662963867E-1,-6.688079834E0,2.287034607E1,2.382968852E1"
"4.434701896E0,-5.344543457E-1,-6.860458374E0,2.319596863E1,2.419513363E1"
"4.438608146E0,-9.366760254E-1,-7.013687134E0,2.340666199E1,2.445283204E1"
"4.442514396E0,-1.109054565E0,-7.090301514E0,2.367480469E1,2.473860858E1"
"4.446451163E0,-1.089904785E0,-7.032836914E0,2.373226929E1,2.477638579E1"
"4.450357413E0,-9.366760254E-1,-6.822143555E0,2.342581177E1,2.441695439E1"
"4.454263663E0,-7.451324463E-1,-6.592300415E0,2.260220337E1,2.355574758E1"
"4.458169913E0,-5.727539062E-1,-6.362457275E0,2.151045227E1,2.243899433E1"
"4.462320304E0,-3.812255859E-1,-5.998550415E0,2.038038635E1,2.124824906E1"
"4.465982413E0,-3.046112061E-1,-5.596313477E0,1.923117065E1,2.003121158E1"
"4.469919181E0,-2.471466064E-1,-5.155776978E0,1.810110474E1,1.882267543E1"
"4.473825431E0,-3.645324707E-2,-4.696090698E0,1.699018860E1,1.762728298E1"
"4.477731681E0,1.742401123E-1,-4.198104858E0,1.597505188E1,1.651837542E1"
"4.481637931E0,2.700042725E-1,-3.815032959E0,1.495991516E1,1.544106345E1"
"4.485544181E0,3.083190918E-1,-3.508575439E0,1.407884216E1,1.451271714E1"
"4.489450431E0,4.040832520E-1,-3.221267700E0,1.333184814E1,1.372144394E1"
"4.493356681E0,4.040832520E-1,-2.953125000E0,1.258486938E1,1.293302625E1"
"4.497293448E0,4.423828125E-1,-2.684967041E0,1.181872559E1,1.212794397E1"
"4.501199698E0,4.232330322E-1,-2.570053101E0,1.107173157E1,1.137398519E1"
"4.505105948E0,3.657684326E-1,-2.531738281E0,1.040135193E1,1.071128411E1"
"4.509012198E0,4.040832520E-1,-2.378509521E0,9.807586670E0,1.009996768E1"
"4.512918448E0,4.423828125E-1,-2.186981201E0,9.213821411E0,9.480142105E0"
"4.516824698E0,3.466186523E-1,-2.014587402E0,8.639221191E0,8.877772789E0"
"4.520761466E0,2.891540527E-1,-1.861358643E0,8.102920532E0,8.318989555E0"
"4.524667716E0,2.317047119E-1,-1.669830322E0,7.547454834E0,7.733440040E0"
"4.528573966E0,1.550903320E-1,-1.497436523E0,7.030319214E0,7.189698005E0"
"4.532480216E0,1.167755127E-1,-1.363372803E0,6.647247314E0,6.786627939E0"
"4.536386466E0,1.550903320E-1,-1.286758423E0,6.302474976E0,6.434360191E0"
"4.540292716E0,1.550903320E-1,-1.248443604E0,5.919403076E0,6.051611126E0"
"4.544198966E0,1.933898926E-1,-1.305908203E0,5.536331177E0,5.691551527E0"
"4.548135734E0,2.700042725E-1,-1.382522583E0,5.268188477E0,5.453263319E0"
"4.552041984E0,4.040832520E-1,-1.420822144E0,4.904266357E0,5.121898802E0"
"4.556161857E0,5.381622314E-1,-1.363372803E0,4.521194458E0,4.752852124E0"
"4.559854484E0,6.339263916E-1,-1.210144043E0,4.195571899E0,4.412384258E0"
"4.563760734E0,6.913909912E-1,-9.803009033E-1,3.831665039E0,4.015055210E0"
"4.567666984E0,7.105407715E-1,-7.312927246E-1,3.506042480E0,3.651299921E0"
"4.571603751E0,7.296905518E-1,-5.397644043E-1,3.276199341E0,3.399599393E0"
"4.575510001E0,7.488403320E-1,-4.248352051E-1,3.008056641E0,3.128841886E0"
"4.579416251E0,7.105407715E-1,-3.482208252E-1,2.701599121E0,2.815095690E0"
"4.583322501E0,6.530761719E-1,-3.673858643E-1,2.452606201E0,2.564519066E0"
"4.587228751E0,6.913909912E-1,-3.482208252E-1,2.261062622E0,2.389912849E0"
"4.591135001E0,8.063049316E-1,-2.333068848E-1,2.031219482E0,2.197819904E0"
"4.595041251E0,8.637695312E-1,-1.183776855E-1,1.801376343E0,2.001266551E0"
"4.598978019E0,9.403839111E-1,3.485107422E-2,1.514068604E0,1.782677827E0"
"4.602884269E0,9.978485107E-1,1.497650146E-1,1.150161743E0,1.530033740E0"
"4.606790519E0,1.036148071E0,3.029937744E-1,7.670898438E-1,1.324324311E0"
"4.610696769E0,1.036148071E0,5.328369141E-1,4.414672852E-1,1.245958012E0"
"4.614603019E0,9.403839111E-1,6.669158936E-1,2.307739258E-1,1.175736073E0"
"4.618509269E0,8.254547119E-1,7.243804932E-1,1.541595459E-1,1.108994024E0"
"4.622415519E0,8.829193115E-1,6.669158936E-1,2.116241455E-1,1.126546980E0"
"4.626352286E0,1.093612671E0,6.669158936E-1,3.265533447E-1,1.321893555E0"
"4.630258536E0,1.131912231E0,5.903015137E-1,4.031677246E-1,1.338740225E0"
"4.634164786E0,1.055297852E0,5.328369141E-1,5.180816650E-1,1.290727448E0"
"4.638071036E0,9.786834717E-1,3.221435547E-1,7.287750244E-1,1.262026483E0"
"4.641977286E0,8.254547119E-1,9.230041504E-2,1.016082764E0,1.312371529E0"
"4.645883536E0,6.339263916E-1,-2.141571045E-1,1.533233643E0,1.672881149E0"
"4.650033927E0,4.423828125E-1,-4.248352051E-1,2.299377441E0,2.379773965E0"
"4.653726554E0,2.125396729E-1,-5.972290039E-1,3.161285400E0,3.224217886E0"
"4.657632804E0,7.847595215E-2,-7.887573242E-1,4.080657959E0,4.156929873E0"
"4.661539054E0,-1.705322266E-1,-9.994506836E-1,4.923416138E0,5.026729491E0"
"4.665445304E0,-3.620605469E-1,-1.325057983E0,5.536331177E0,5.704194018E0"
"4.669351554E0,-4.386749268E-1,-1.688980103E0,6.187561035E0,6.428919119E0"
"4.673288321E0,-3.620605469E-1,-2.091201782E0,6.972854614E0,7.288683983E0"
"4.677194571E0,-2.662963867E-1,-2.474273682E0,8.007141113E0,8.384942029E0"
"4.681100821E0,-2.662963867E-1,-2.857345581E0,9.309600830E0,9.741868668E0"
"4.685007071E0,-2.471466064E-1,-3.182968140E0,1.084188843E1,1.130216405E1"
"4.688913321E0,-4.578399658E-1,-3.489425659E0,1.231671143E1,1.280964829E1"
"4.692819571E0,-9.175262451E-1,-3.929946899E0,1.354254150E1,1.413105684E1"
"4.696756339E0,-1.358047485E0,-4.351333618E0,1.455767822E1,1.525465150E1"
"4.700662589E0,-1.568740845E0,-4.638641357E0,1.553451538E1,1.628800508E1"
"4.704568839E0,-1.779434204E0,-4.945098877E0,1.666458130E1,1.747365614E1"
"4.708475089E0,-1.856048584E0,-5.174942017E0,1.794787598E1,1.877102004E1"
"4.712381339E0,-1.817733765E0,-5.481399536E0,1.915455627E1,2.000617212E1"
"4.716287589E0,-1.856048584E0,-5.749542236E0,2.015054321E1,2.103679025E1"
"4.720193839E0,-1.741119385E0,-5.921936035E0,2.093583679E1,2.182682032E1"
"4.724130607E0,-1.530441284E0,-6.036849976E0,2.160621643E1,2.248587104E1"
"4.728036857E0,-1.358047485E0,-6.075164795E0,2.223828125E1,2.309313909E1"
"4.731943107E0,-1.262283325E0,-6.017700195E0,2.279373169E1,2.360847897E1"
"4.735849357E0,-1.185668945E0,-5.921936035E0,2.325343323E1,2.402493068E1"
"4.739755607E0,-1.089904785E0,-5.768707275E0,2.342581177E1,2.415024913E1"
"4.743661857E0,-9.941406250E-1,-5.577163696E0,2.342581177E1,2.410107316E1"
"4.747598624E0,-9.366760254E-1,-5.366470337E0,2.317681885E1,2.380842913E1"
"4.751504874E0,-8.792114258E-1,-5.270706177E0,2.269796753E1,2.331847093E1"
"4.755411124E0,-7.642974854E-1,-5.040863037E0,2.197013855E1,2.255396725E1"
"4.759317374E0,-6.493682861E-1,-4.734405518E0,2.122314453E1,2.175449697E1"
"4.763223624E0,-5.152893066E-1,-4.427947998E0,2.041868591E1,2.089964069E1"
"4.767129874E0,-4.003753662E-1,-4.140640259E0,1.949931335E1,1.993811484E1"
"4.771036124E0,-2.854461670E-1,-3.891647339E0,1.844586182E1,1.885407692E1"
"4.774972892E0,-2.088317871E-1,-3.585189819E0,1.735411072E1,1.772180452E1"
"4.778879142E0,4.016113281E-2,-3.182968140E0,1.630065918E1,1.660856372E1"
"4.782785392E0,1.167755127E-1,-2.761581421E0,1.532382202E1,1.557111074E1"
"4.786691642E0,1.167755127E-1,-2.493438721E0,1.440444946E1,1.461913258E1"
"4.790597892E0,7.847595215E-2,-2.148666382E0,1.350424194E1,1.367433641E1"
"4.794504142E0,9.762573242E-2,-1.765594482E0,1.256570435E1,1.268951458E1"
"4.798410392E0,7.847595215E-2,-1.631515503E0,1.168464661E1,1.179826121E1"
"4.802347159E0,9.762573242E-2,-1.650665283E0,1.084188843E1,1.096725906E1"
"4.806253409E0,1.550903320E-1,-1.708129883E0,1.013319397E1,1.027732362E1"
"4.810159659E0,2.125396729E-1,-1.688980103E0,9.462829590E0,9.614726764E0"
"4.814065909E0,2.891540527E-1,-1.669830322E0,8.907363892E0,9.067142597E0"
"4.817972159E0,3.657684326E-1,-1.554901123E0,8.447677612E0,8.597369429E0"
"4.821878409E0,3.274688721E-1,-1.401672363E0,8.179534912E0,8.305222011E0"
"4.825784659E0,2.125396729E-1,-1.267593384E0,7.911376953E0,8.015101459E0"
"4.829690909E0,1.550903320E-1,-1.171829224E0,7.509155273E0,7.601621515E0"
"4.833627677E0,1.550903320E-1,-1.076065063E0,6.972854614E0,7.057100715E0"
"4.837533927E0,2.125396729E-1,-1.056915283E0,6.513168335E0,6.601787999E0"
"4.841440177E0,3.849334717E-1,-1.018600464E0,5.996017456E0,6.094091074E0"
"4.845346427E0,4.806976318E-1,-9.803009033E-1,5.498031616E0,5.605391309E0"
"4.849252677E0,5.573120117E-1,-9.803009033E-1,5.076644897E0,5.200375944E0"
"4.853158927E0,6.722259521E-1,-1.018600464E0,4.712722778E0,4.868181449E0"
"4.857065177E0,6.913909912E-1,-1.018600464E0,4.367965698E0,4.538137586E0"
"4.861001945E0,7.296905518E-1,-8.845214844E-1,4.042343140E0,4.201828723E0"
"4.864908195E0,7.680053711E-1,-7.504577637E-1,3.793350220E0,3.942400918E0"
"4.868814445E0,7.871551514E-1,-6.929931641E-1,3.563507080E0,3.714624539E0"
